Unique ID;球员类型;名字;俱乐部;年龄;最佳位置;第二位置;其他可用位置;定价位置（只读）;原全部位置（参考）;评分_射门;评分_传球;评分_控球;评分_防守;评分_速度;评分_身体;评分_意识;评分_意志;修改说明
51045753;现役;Roberto Alvarado;Chivas;26;左边锋;左边前卫、右边锋;;左边锋;中场 (左), 前腰 (右左);66.0;67.8;71.2;44.2;69.0;54.5;63.0;58.8;
2000298714;现役;Callum Olusesi;Tottenham Hotspur;17;前腰;;后腰、中前卫;前腰;后腰, 中场/前腰 (中);55.0;60.2;54.5;49.0;62.0;56.5;54.8;41.8;
29061164;现役;Dan Burn;Newcastle;32;中后卫;左后卫;;中后卫;后卫 (左中);44.0;58.5;50.5;77.0;56.0;74.0;64.8;80.2;
28109888;现役;Angel Gomes;Wolves;24;前腰;后腰;中前卫;前腰;后腰, 中场/前腰 (中);65.2;73.2;71.5;55.0;65.0;44.2;67.8;59.8;
29139576;现役;Todd Cantwell;Blackburn;26;前腰;;中前卫;前腰;中场/前腰 (中);58.2;74.2;75.2;47.7;60.2;52.5;66.0;57.5;
2000198728;现役;Kadan Young;Reading;19;左边锋;右边前卫;右边锋;左边锋;中场 (右), 前腰 (右左);46.5;56.8;60.8;42.0;70.2;48.5;45.0;54.0;
29217706;现役;James Hill;Bournemouth;23;中后卫;;右后卫;中后卫;后卫 (右中);47.5;59.8;56.5;64.8;66.8;67.0;62.5;65.5;
2000095662;现役;Thijmen Blokzijl;FC Groningen;19;中后卫;;后腰;中后卫;后卫 (中), 后腰;45.5;54.2;50.7;64.0;56.5;61.2;58.2;57.3;
85078058;现役;Riyad Mahrez;Al-Ahli;33;右边锋、右边前卫;;;右边锋;中场/前腰 (右);73.0;85.5;88.5;36.0;58.2;55.7;68.5;52.0;多最佳位置复核：右边锋、右边前卫
2000179623;现役;Dies Janse;FC Groningen;19;中后卫;左后卫;;中后卫;后卫 (左中);43.8;56.0;46.5;58.2;57.2;61.0;55.5;64.0;
28116307;现役;Harry Clarke;Charlton;23;中后卫;右翼卫;右后卫;中后卫;后卫 (右中), 翼卫 (右);48.2;53.5;53.2;61.8;72.0;62.7;53.5;70.0;
73201859;现役;Anis Hadj Moussa;Feyenoord;22;左边锋;右边前卫;右边锋;左边锋;中场 (右), 前腰 (右左);52.5;64.8;78.0;34.5;73.5;55.5;52.8;53.0;
2000268723;现役;Christ Makosso;Oxford United;20;中后卫;;;中后卫;后卫 (中);36.3;44.2;48.0;61.5;69.5;70.5;53.2;58.5;
59123271;现役;Giorgi Chakvetadze;Watford;25;前腰;中前卫;左边锋;前腰;中场 (中), 前腰 (左中);53.3;69.0;73.5;39.8;66.8;53.5;58.2;57.7;
28111063;现役;Ben Johnson;Ipswich;24;左后卫;右边前卫;右后卫、右翼卫;左后卫;后卫 (右左), 翼卫/中场 (右);52.3;54.2;58.8;64.5;65.0;60.8;58.8;67.8;
27129125;现役;Frank Onyeka;Coventry;27;后腰;;中前卫;后腰;后腰, 中场 (中);51.5;56.8;60.8;66.0;72.8;73.2;62.7;77.8;
29139721;现役;Gabriel Osho;Cardiff;26;中后卫;右后卫;;中后卫;后卫 (右中);40.5;50.0;49.8;64.2;69.5;67.8;54.3;66.5;
55062009;现役;Ricardo Pereira;Leicester;31;右翼卫;;右后卫;右翼卫;后卫/翼卫 (右);59.8;65.2;67.8;63.8;61.7;55.0;63.5;67.2;
2000130424;现役;Matěj Šín;AZ;20;前腰;;中前卫;前腰;中场/前腰 (中);60.2;65.5;67.0;53.8;62.0;55.5;65.8;67.8;
93064994;现役;Anel Ahmedhodžić;Feyenoord;25;中后卫;;;中后卫;后卫 (中);40.2;63.3;56.3;67.8;66.8;67.5;65.8;68.2;
16183022;现役;Almoez Ali;Al-Duhail;28;左边锋;;右边锋、中锋;左边锋;前腰 (右左), 前锋 (中);66.0;61.0;68.0;40.8;66.8;58.2;54.5;61.5;
29177374;现役;Alfie Doughty;Millwall;25;左边锋;右翼卫、后腰、中前卫;左后卫、左翼卫、左边前卫、右边锋;左边锋;后卫 (左), 翼卫 (右左), 后腰, 中场 (左中), 前腰 (右左);47.3;54.0;62.5;49.8;65.0;55.2;52.2;54.8;
2000202178;现役;Malcolm Jeng;Feyenoord;19;中后卫;左后卫;;中后卫;后卫 (左中);42.7;59.5;58.0;60.5;61.0;66.8;59.3;61.5;
2000105658;现役;Cam Bragg;Southampton;19;中前卫;;后腰;中前卫;后腰, 中场 (中);51.0;63.5;63.0;55.8;56.5;57.2;62.0;58.5;
28066821;现役;Joe Rothwell;Sheffield United;30;中前卫;后腰;;中前卫;后腰, 中场 (中);57.5;64.8;70.8;51.2;70.0;64.5;55.7;67.5;
5108293;现役;Chris Wood;Nottingham Forest;33;中锋;;;中锋;前锋 (中);64.0;62.0;60.2;50.8;57.0;74.8;63.2;74.8;
38039385;现役;Roland Sallai;Galatasaray;27;右边锋;右边前卫;右后卫、右翼卫;右边锋;后卫/翼卫/中场/前腰 (右);61.0;62.2;62.7;55.8;61.5;62.5;62.5;65.5;
36116501;现役;Konstantinos Mavropanos;West Ham;27;中后卫;右后卫;;中后卫;后卫 (右中);47.3;59.2;59.2;65.8;68.0;72.0;58.0;72.5;
2000022026;现役;Max Johnston;Derby;21;右后卫;中前卫、右边前卫;右翼卫;右后卫;后卫/翼卫 (右), 中场 (右中);49.5;57.8;54.5;55.5;65.5;59.8;59.0;63.5;
27097478;现役;Joakim Mæhle;VfL Wolfsburg;27;左翼卫;;左后卫、右后卫、右翼卫;左翼卫;后卫/翼卫 (右左);56.3;59.5;62.0;57.8;70.5;64.0;58.0;69.2;
29113879;现役;Kalvin Phillips;Sheffield United;29;后腰;中前卫;;后腰;后腰, 中场 (中);52.2;67.2;59.5;66.2;63.0;68.2;61.5;73.2;
28100155;现役;Nathan Broadhead;Wrexham;26;前腰;;左边锋;前腰;前腰 (左中);65.8;70.8;66.5;34.0;67.5;52.7;62.7;48.0;
2000138501;现役;Anton Gaaei;Ajax;22;右翼卫;右边前卫;右后卫;右翼卫;后卫/翼卫/中场 (右);51.5;66.7;59.5;55.5;69.5;59.0;58.2;57.3;
28127121;现役;Lewis Dobbin;Preston;22;右边锋;前腰、中锋;;右边锋;前腰 (右中), 前锋 (中);55.0;58.0;65.2;38.3;73.8;52.0;48.7;52.5;
25052345;现役;Lukáš Provod;Slavia;28;左边锋;前腰;;左边锋;前腰 (左中);63.0;66.5;63.5;60.0;71.7;70.5;63.3;65.0;
2000268036;现役;Wassim Bouziane;AZ;18;左边锋;前腰、左边前卫;;左边锋;中场 (左), 前腰 (左中);59.5;63.0;69.2;29.0;65.2;54.5;53.5;53.2;
16010162;现役;David Alaba;Real Madrid;32;中后卫、左后卫;左翼卫;;中后卫;后卫 (左中), 翼卫 (左);63.0;73.0;67.2;69.0;64.5;64.0;69.5;72.0;多最佳位置复核：中后卫、左后卫
28100152;现役;Tom Davies;Sheffield United;26;后腰;;中前卫;后腰;后腰, 中场 (中);47.0;61.5;66.2;65.2;65.2;67.0;63.2;70.2;
55061470;现役;Nélson Semedo;Fenerbahçe;31;右翼卫;;右后卫;右翼卫;后卫/翼卫 (右);53.2;65.5;69.8;60.5;72.2;63.5;61.7;67.8;
13112706;现役;Bertrand Traoré;Sunderland;29;左边锋;右边前卫、中锋;右边锋;左边锋;中场 (右), 前腰 (右左), 前锋 (中);60.8;61.2;72.5;32.5;74.5;57.0;48.8;53.8;
29134274;现役;Chris Mepham;West Brom;27;中后卫;;;中后卫;后卫 (中);37.2;55.5;49.5;71.8;48.8;71.0;65.0;71.0;
29071914;现役;Jack Stephens;Southampton;30;中后卫;;;中后卫;后卫 (中);46.0;63.0;59.2;67.0;52.0;65.2;63.8;67.5;
70097248;现役;Zeki Çelik;Roma;27;中后卫;右边前卫;右后卫、右翼卫;中后卫;后卫 (右中), 翼卫/中场 (右);51.8;56.2;60.2;70.5;71.2;66.2;62.7;71.5;
2000030160;现役;Franculino;FC Midtjylland;20;中锋;;;中锋;前锋 (中);68.8;67.2;71.2;43.0;74.0;69.0;64.2;66.5;
28109939;现役;Christoph Klarer;Birmingham;24;中后卫;;;中后卫;后卫 (中);40.0;55.5;52.0;63.5;62.3;73.0;57.3;70.8;
89046527;现役;Joe Aribo;Leicester;28;前腰;右边锋;中前卫;前腰;中场 (中), 前腰 (右中);64.2;66.8;77.0;46.0;62.0;68.2;65.2;50.2;
37076007;现役;Million Manhoef;Stoke;23;左边锋;;左边前卫、右边前卫、右边锋;左边锋;中场/前腰 (右左);57.7;63.8;65.8;45.8;63.8;59.2;56.3;57.3;
72046373;现役;Jordan Morris;Seattle;30;左边锋;;右边锋、中锋;左边锋;前腰 (右左), 前锋 (中);59.3;52.2;61.0;38.0;75.8;65.8;47.8;64.0;
83228124;现役;Beto;Everton;26;中锋;;;中锋;前锋 (中);62.8;55.5;58.8;40.0;75.2;71.0;58.3;69.0;
34010721;现役;Jordan Ayew;Leicester;33;中锋;前腰;左边锋、右边锋;中锋;前腰 (右左中), 前锋 (中);58.0;55.0;62.0;53.5;61.0;67.0;55.0;73.7;
28087596;现役;Cameron Burgess;Swansea;29;中后卫;;;中后卫;后卫 (中);38.3;55.5;49.8;69.5;50.2;72.5;61.8;69.5;
28059634;现役;Jamaal Lascelles;Leicester;31;中后卫;;;中后卫;后卫 (中);32.5;43.0;45.2;69.0;60.5;73.0;52.7;72.8;
37045879;现役;Sofyan Amrabat;Real Betis;28;后腰;中前卫;;后腰;后腰, 中场 (中);55.2;72.5;58.8;71.5;57.8;73.2;67.5;69.0;
92086318;现役;Iliya Gruev;Leeds;24;后腰;;中前卫;后腰;后腰, 中场 (中);54.5;69.5;60.5;71.2;59.8;67.5;69.2;73.8;
62097340;现役;Nemanja Maksimović;Shabab Al-Ahli;29;后腰;;中前卫;后腰;后腰, 中场 (中);57.7;60.2;54.2;65.0;59.3;68.0;67.5;74.5;
37072818;现役;Souffian El Karouani;FC Utrecht;24;左翼卫;左边前卫;左后卫;左翼卫;后卫/翼卫/中场 (左);52.5;63.8;61.0;58.5;67.8;58.2;61.2;66.8;
28120038;现役;Tommy Doyle;Birmingham;23;中前卫;;后腰;中前卫;后腰, 中场 (中);58.5;68.2;62.3;56.8;62.8;60.0;62.5;69.0;
18089606;现役;Ilias Chair;QPR;27;左边锋;中前卫;前腰;左边锋;中场 (中), 前腰 (左中);64.5;63.2;74.0;43.8;64.2;55.8;59.0;61.5;
88024471;现役;Liberato Cacace;Wrexham;24;左翼卫;左边前卫;左后卫;左翼卫;后卫/翼卫/中场 (左);53.8;63.5;64.8;59.2;69.0;61.5;57.7;61.2;
53182883;现役;Sondre Langås;Derby;23;中后卫;;;中后卫;后卫 (中);39.0;48.5;47.5;67.0;64.0;75.8;61.2;67.5;
51055829;现役;Uriel Antuna;Pumas;27;左边锋;中锋;右边锋;左边锋;前腰 (右左), 前锋 (中);59.8;56.2;65.2;41.8;79.5;50.2;54.2;59.5;
37055853;现役;Dani de Wit;FC Utrecht;26;中锋;;中前卫、前腰;中锋;中场/前腰 (中), 前锋 (中);63.8;52.8;51.0;56.8;58.0;78.5;61.2;81.2;
13196665;现役;Issa Kaboré;Wrexham;23;左翼卫;;右后卫、右翼卫;左翼卫;后卫 (右), 翼卫 (右左);45.2;50.5;60.3;57.5;77.0;62.8;50.2;59.5;
28109942;现役;Will Smallbone;Millwall;24;前腰;后腰;中前卫;前腰;后腰, 中场/前腰 (中);57.0;68.5;64.5;54.8;56.5;54.8;64.8;58.8;
77029444;现役;Renato Tapia;Al-Wasl;29;中后卫;中前卫;后腰;中后卫;后卫 (中), 后腰, 中场 (中);51.5;59.2;60.5;70.5;63.8;71.5;65.0;74.0;
2000257207;现役;Thijs Kraaijeveld;Feyenoord;17;中后卫;;后腰、中前卫;中后卫;后卫 (中), 后腰, 中场 (中);45.8;58.8;41.2;52.2;54.5;59.0;53.8;63.5;
98033057;现役;Nico Elvedi;Borussia M'gladbach;28;中后卫;右后卫;;中后卫;后卫 (右中);39.8;63.0;53.2;68.0;66.8;70.0;63.3;67.2;
28094856;现役;Daniel James;Leeds;27;左边锋;右边前卫;右边锋;左边锋;中场 (右), 前腰 (右左);54.0;39.8;54.8;39.8;89.8;59.8;42.5;65.0;
29083588;现役;Wes Burns;Ipswich;30;右边锋;右翼卫;右边前卫;右边锋;翼卫/中场/前腰 (右);60.0;54.0;60.2;50.0;72.5;57.2;55.2;61.2;
78059800;现役;Giorgian De Arrascaeta;Flamengo;30;前腰;左边前卫、左边锋;;前腰;中场 (左), 前腰 (左中);68.2;80.2;82.2;40.5;63.2;54.0;67.2;62.8;
62096282;现役;Aleksandar Mitrović;Al-Rayyan;30;中锋;;;中锋;前锋 (中);72.5;61.5;65.0;49.5;61.7;67.8;62.8;72.8;
85126092;现役;Ellyes Skhiri;Eintracht Frankfurt;29;后腰;;中前卫;后腰;后腰, 中场 (中);59.7;58.2;57.5;70.8;63.0;76.0;65.0;80.0;
93070264;现役;Hjalmar Ekdal;Burnley;26;中后卫;;;中后卫;后卫 (中);41.8;62.0;59.2;65.8;56.0;66.8;63.5;70.3;
28030268;现役;Callum Wilson;West Ham;32;中锋;;;中锋;前锋 (中);73.5;62.5;59.0;41.2;60.5;66.2;67.0;73.3;
37072824;现役;Bart van Rooij;FC Twente;23;右后卫;右翼卫;;右后卫;后卫/翼卫 (右);50.8;65.5;63.2;62.0;68.2;62.8;64.2;72.5;
29156935;现役;Lewis O'Brien;Wrexham;26;后腰;;中前卫;后腰;后腰, 中场 (中);55.0;62.2;59.5;60.0;64.8;64.2;59.0;70.2;
37060899;现役;Gijs Smal;Feyenoord;27;左后卫;左边前卫;左翼卫;左后卫;后卫/翼卫/中场 (左);48.0;64.2;61.0;62.7;62.7;63.3;62.0;74.0;
95031615;现役;Jack Taylor;Ipswich;26;中前卫;后腰、前腰;;中前卫;后腰, 中场/前腰 (中);64.2;63.7;56.8;58.5;61.8;64.8;60.0;62.2;
57113505;现役;Răzvan Marin;AEK;28;中前卫;;后腰;中前卫;后腰, 中场 (中);61.3;70.2;63.0;60.2;57.0;59.0;66.0;66.0;
14024702;现役;Leandro Paredes;Boca;30;中前卫;;后腰;中前卫;后腰, 中场 (中);65.0;77.8;68.5;67.5;57.5;62.0;71.0;72.0;
72056224;现役;Aidan Morris;Middlesbrough;23;后腰;;中前卫;后腰;后腰, 中场 (中);52.3;63.5;61.0;66.5;53.8;66.0;62.3;69.0;
29218480;现役;Dan Neil;Ipswich;23;后腰;中前卫、前腰;;后腰;后腰, 中场/前腰 (中);55.8;67.2;66.8;63.0;55.2;59.5;59.8;67.5;
2000204688;现役;Lucas Jetten;Ajax;17;左后卫;左翼卫、中后卫;;左后卫;后卫 (左中), 翼卫 (左);42.0;54.8;61.8;57.8;64.0;49.0;51.8;57.0;
67191240;现役;Paik Seung-Ho;Birmingham;27;中前卫;;后腰;中前卫;后腰, 中场 (中);52.5;67.2;65.3;53.5;61.0;62.0;60.8;60.0;
76037151;现役;Yerry Mina;Cagliari;30;中后卫;;;中后卫;后卫 (中);43.5;50.8;54.0;73.0;53.8;68.3;62.0;70.5;
2000041123;现役;Amourricho van Axel Dongen;sc Heerenveen;20;左边锋;;左边前卫;左边锋;中场/前腰 (左);52.8;63.5;65.3;39.2;63.5;45.5;55.0;58.0;
2000083123;现役;Eom Ji-Sung;Swansea;22;左边锋;右边前卫;右边锋;左边锋;中场 (右), 前腰 (右左);57.2;57.2;66.3;41.2;64.8;51.7;50.5;53.0;
28100270;现役;Jimmy Dunne;QPR;27;中后卫;右后卫;;中后卫;后卫 (右中);45.5;49.0;43.5;65.5;51.5;67.2;59.3;76.0;
735216;现役;Cristiano Ronaldo;Al-Nassr;39;中锋;;;中锋;前锋 (中);91.2;67.5;70.0;34.8;50.5;71.7;68.5;60.5;
24058106;现役;Josip Šutalo;Ajax;24;中后卫;;;中后卫;后卫 (中);38.5;59.5;59.2;72.3;60.5;68.2;66.3;70.0;
23442016;现役;Bassam Al-Rawi;Al-Duhail;27;中后卫;右后卫、右翼卫;;中后卫;后卫 (右中), 翼卫 (右);48.2;60.7;57.2;62.0;58.2;62.0;60.0;67.2;
65039540;现役;Lyle Foster;Burnley;24;中锋;左边锋;;中锋;前腰 (左), 前锋 (中);63.5;57.7;63.0;38.8;65.8;65.7;58.3;63.3;
27122563;现役;Mads Roerslev;Southampton;25;右后卫;;右翼卫;右后卫;后卫/翼卫 (右);46.0;60.2;60.2;65.5;61.0;65.8;62.3;70.8;
51055617;现役;Carlos Rodríguez;Cruz Azul;28;前腰;;中前卫;前腰;中场/前腰 (中);63.2;72.5;71.3;56.5;62.5;57.2;69.0;65.0;
2000193585;现役;Aymen Sliti;Feyenoord;18;左边锋;左边前卫;;左边锋;中场/前腰 (左);48.5;54.3;67.5;32.5;77.0;48.0;42.0;52.0;
2000325860;现役;Divine Mukasa;Leicester;17;前腰;;中前卫;前腰;中场/前腰 (中);56.5;64.5;66.8;39.2;65.8;52.3;49.5;40.0;
53052372;现役;Mohamed Elyounoussi;FC København;30;前腰;中前卫、右边锋;左边锋;前腰;中场 (中), 前腰 (右左中);66.0;69.0;73.0;34.5;64.8;58.2;60.2;67.5;
52064664;现役;Ryan Manning;Southampton;28;中后卫;;左后卫、左翼卫;中后卫;后卫 (左中), 翼卫 (左);55.5;62.0;63.5;64.0;55.8;61.5;61.5;70.3;
13158264;现役;Patson Daka;Leicester;26;中锋;;;中锋;前锋 (中);60.0;54.0;56.8;49.0;75.2;62.3;57.5;68.2;
93123136;现役;Zeidane Inoussa;Swansea;22;左边锋;左边前卫;;左边锋;中场/前腰 (左);61.0;59.2;68.0;45.5;69.0;54.5;53.5;58.2;
19347264;现役;Morato;Nottingham Forest;23;中后卫;;;中后卫;后卫 (中);48.5;57.5;46.2;67.2;62.3;73.8;60.0;67.0;
53072019;现役;Sondre Tronstad;Blackburn;29;后腰;;中前卫;后腰;后腰, 中场 (中);51.2;59.8;59.3;71.5;54.8;62.8;66.2;71.8;
98003635;现役;Ricardo Rodríguez;Real Betis;32;中后卫;左翼卫;左后卫;中后卫;后卫 (左中), 翼卫 (左);54.8;64.5;59.2;69.2;58.2;64.8;68.5;65.0;
72056133;现役;Daryl Dike;West Brom;24;中锋;;;中锋;前锋 (中);65.8;51.5;53.8;39.5;64.8;63.5;50.2;61.5;
2000143821;现役;Esmir Bajraktarević;PSV;19;左边锋;前腰;右边锋;左边锋;前腰 (右左中);54.2;61.2;73.3;43.0;69.0;55.2;55.5;58.8;
93031462;现役;Emil Krafth;Newcastle;30;中后卫;;右后卫;中后卫;后卫 (右中);48.5;63.5;58.0;68.3;71.8;67.8;63.8;66.5;
2000191802;现役;Lewis Koumas;Hull;19;左边锋;右边锋、中锋;前腰;左边锋;前腰 (右左中), 前锋 (中);52.3;55.0;66.5;32.5;65.0;45.7;47.8;61.5;
85051578;现役;Sébastien Haller;FC Utrecht;30;中锋;;;中锋;前锋 (中);63.0;64.5;62.5;40.7;53.2;67.5;58.8;66.0;
29233150;现役;Ibane Bowat;Portsmouth;22;中后卫;;;中后卫;后卫 (中);29.5;48.5;41.8;58.2;60.0;70.0;51.5;61.0;
37054408;现役;Joël Piroe;Leeds;25;中锋;前腰;;中锋;前腰 (中), 前锋 (中);76.8;67.8;66.2;35.5;48.8;62.0;63.5;55.5;
58098760;现役;Sardar Azmoun;Shabab Al-Ahli;30;中锋;;;中锋;前锋 (中);66.2;62.5;65.0;44.0;59.0;58.2;62.3;61.0;
2000366580;现役;Noah Fernandez;PSV;17;前腰;中前卫、右边锋;左边锋;前腰;中场 (中), 前腰 (右左中);49.0;63.8;66.8;41.0;63.5;47.2;56.5;54.5;
43093476;现役;Federico Bernardeschi;Bologna;30;左边锋;前腰、右边前卫、中锋;右边锋;左边锋;中场 (右), 前腰 (右左中), 前锋 (中);64.2;70.0;73.2;38.8;67.2;59.8;53.2;61.8;
37079280;现役;Youri Regeer;Ajax;21;后腰;左后卫;右后卫、右翼卫、中前卫;后腰;后卫 (右左), 翼卫 (右), 后腰, 中场 (中);56.3;61.5;48.2;57.5;57.0;63.2;60.0;71.8;
63031763;现役;Róbert Boženík;Stoke;25;中锋;;;中锋;前锋 (中);65.0;57.0;59.2;41.8;60.5;68.0;60.0;60.8;
49048381;现役;Kiliann Sildillia;PSV;22;中后卫;;右后卫、右翼卫;中后卫;后卫 (右中), 翼卫 (右);42.5;58.7;59.8;68.5;66.8;69.8;60.5;71.0;
28106685;现役;Josh Dasilva;Brentford;26;中前卫;前腰;;中前卫;中场 (中);66.0;68.5;66.5;59.3;55.5;57.2;66.0;65.2;仅CM修正：传球、远射和进攻参与更适合前腰
2000220942;现役;Kasper Boogaard;AZ;18;中前卫;;后腰;中前卫;后腰, 中场 (中);51.8;63.3;60.5;55.0;53.8;61.0;60.0;64.5;
28084932;现役;Glen Kamara;Rennes;29;中前卫;;后腰;中前卫;后腰, 中场 (中);43.8;69.5;69.5;57.3;65.0;63.2;64.2;53.2;
85050636;现役;Alassane Pléa;PSV;31;前腰;左边锋;中锋;前腰;前腰 (左中), 前锋 (中);70.0;72.5;74.2;38.5;62.8;62.5;64.5;57.7;
2000210528;现役;Josh Stephenson;Brentford;18;中后卫;;左后卫;中后卫;后卫 (左中);40.2;52.2;49.3;56.2;64.2;58.8;54.0;62.5;
29156202;现役;Jayson Molumby;West Brom;25;后腰;;中前卫;后腰;后腰, 中场 (中);50.5;63.5;62.8;61.2;64.2;63.5;56.0;74.0;
55041694;现役;André Silva;Elche;29;中锋;;;中锋;前锋 (中);67.0;61.0;65.0;39.0;62.2;64.2;59.0;59.0;
85140415;现役;Issa Diop;Fulham;28;中后卫;;;中后卫;后卫 (中);45.0;48.2;55.5;65.0;69.0;74.2;58.0;68.5;
27102027;现役;Enis Bardhi;Konyaspor;29;前腰;左边前卫、左边锋;中前卫;前腰;中场/前腰 (左中);67.2;69.2;72.0;39.0;57.8;53.8;59.8;64.0;
37079279;现役;Naci Ünüvar;Heracles Almelo;21;前腰;中锋;左边锋;前腰;前腰 (左中), 前锋 (中);57.2;67.2;76.8;38.2;62.3;45.0;56.8;57.2;
29076104;现役;Harrison Reed;Fulham;29;后腰;;中前卫;后腰;后腰, 中场 (中);54.0;62.0;56.8;67.2;61.5;63.2;63.0;75.8;
70093800;现役;Çağlar Söyüncü;Fenerbahçe;28;中后卫;;;中后卫;后卫 (中);43.8;51.5;46.8;70.2;49.3;67.2;61.0;61.8;
53099570;现役;Patrick Berg;Bodø/Glimt;27;后腰;中前卫;;后腰;后腰, 中场 (中);59.0;67.2;62.7;72.5;56.8;65.2;74.8;80.2;
2000387880;现役;Sami Bouhoudane;PSV;17;中锋;;;中锋;前锋 (中);47.8;53.5;65.8;27.8;69.5;60.2;42.0;49.3;
28128172;现役;Daniel Jebbison;Preston;21;中锋;;;中锋;前锋 (中);59.8;53.8;62.3;36.0;71.3;60.5;51.5;53.8;
2000168143;现役;Ali Ahmed;Norwich;24;左边锋;;左翼卫、右翼卫、左边前卫、右边前卫、右边锋;左边锋;翼卫/中场/前腰 (右左);44.5;59.5;59.5;47.0;69.0;49.8;55.2;50.5;
51055610;现役;César Montes;Lokomotiv Moscow;27;中后卫;;;中后卫;后卫 (中);52.5;55.5;43.8;68.2;48.8;71.0;71.2;67.0;
2000064254;现役;Ryoya Morishita;Blackburn;27;左边锋;;中前卫、前腰、右边锋;左边锋;中场 (中), 前腰 (右左中);54.5;60.2;66.3;46.5;65.0;54.3;55.0;65.0;
91178618;现役;Can Bozdogan;FC Utrecht;23;前腰;后腰;中前卫;前腰;后腰, 中场/前腰 (中);51.8;65.5;67.3;56.3;61.8;56.0;59.0;65.0;
28086114;现役;Dominic Hyam;Wrexham;29;中后卫;;;中后卫;后卫 (中);42.0;50.7;47.5;69.2;53.8;67.0;60.0;60.5;
61066342;现役;Ross McCrorie;Bristol City;26;右后卫;;右翼卫;右后卫;后卫/翼卫 (右);34.8;53.8;56.3;64.5;69.0;72.8;57.3;78.2;
45078327;现役;Takuma Asano;Mallorca;30;左边锋;前腰、中锋;右边锋;左边锋;前腰 (右左中), 前锋 (中);56.5;55.7;64.5;39.8;78.0;55.0;49.5;55.5;
2000077867;现役;Amankwah Forson;Norwich;22;右边锋;右边前卫;中前卫;右边锋;中场 (右中), 前腰 (右);55.5;61.2;67.0;45.5;70.0;52.2;55.2;59.0;
13156726;现役;Trezeguet;Al-Ahly;30;左边锋;左边前卫、右边前卫;右边锋;左边锋;中场/前腰 (右左);72.2;61.5;74.5;40.5;64.0;63.5;55.0;64.5;
37077008;现役;Sven Mijnans;AZ;24;前腰;右边锋;中前卫;前腰;中场 (中), 前腰 (右中);56.0;68.5;69.8;46.8;54.0;70.0;64.0;69.2;
14136122;现役;Gonzalo Montiel;River Plate;28;右后卫;;;右后卫;后卫 (右);43.8;52.2;50.0;70.8;70.5;69.5;58.2;76.8;
29159400;现役;Ben Brereton Díaz;Derby;25;中锋;右边锋;左边锋;中锋;前腰 (右左), 前锋 (中);60.5;56.2;59.2;38.0;64.5;66.2;49.5;56.5;
49060919;现役;Edouard Michut;Fortuna Sittard;21;中前卫;后腰;;中前卫;后腰, 中场 (中);56.8;69.8;64.8;60.0;61.7;52.3;66.8;65.2;
2000232595;现役;Patrick Agyemang;Derby;24;中锋;;;中锋;前锋 (中);57.8;47.5;57.7;35.8;73.8;64.2;49.8;46.5;
28098307;现役;Elijah Adebayo;Luton;27;中锋;;;中锋;前锋 (中);58.5;52.8;64.5;47.0;65.5;70.8;54.5;52.2;
27161401;现役;Elias Jelert;Southampton;21;左翼卫;左后卫、右后卫;右翼卫;左翼卫;后卫/翼卫 (右左);48.0;61.8;63.5;48.0;73.2;49.8;52.8;62.7;
37076465;现役;Denso Kasius;AZ;22;左翼卫;左后卫、右边前卫;右后卫、右翼卫;左翼卫;后卫/翼卫 (右左), 中场 (右);55.2;55.5;65.2;49.8;80.2;65.2;45.2;56.0;
91107360;现役;Niklas Süle;Borussia Dortmund;29;中后卫;右后卫;;中后卫;后卫 (右中);54.0;66.2;62.0;70.8;63.5;71.5;68.8;60.3;
2000054508;现役;Jaden Slory;Go Ahead Eagles;19;左边锋;;右边锋;左边锋;前腰 (右左);54.3;59.0;66.5;31.0;77.0;46.2;44.8;52.0;
2000108166;现役;Richard Koné;QPR;21;中锋;前腰;;中锋;前腰 (中), 前锋 (中);65.8;53.2;62.5;32.3;67.2;63.0;54.0;56.2;
18057323;现役;Chancel Mbemba;LOSC;30;中后卫;右后卫;;中后卫;后卫 (右中);46.2;61.5;58.5;68.5;63.3;68.7;60.0;71.5;
37058888;现役;Owen Wijndal;Ajax;25;左后卫;左边前卫;左翼卫;左后卫;后卫/翼卫/中场 (左);44.8;63.5;62.8;61.2;71.3;65.2;58.2;66.2;
2000251820;现役;Jonah Kusi-Asare;Fulham;17;中锋;;;中锋;前锋 (中);53.5;51.5;63.0;28.8;61.8;62.5;44.8;52.0;
28121567;现役;Teden Mengi;Luton;22;中后卫;;;中后卫;后卫 (中);35.8;54.0;53.5;66.2;71.7;70.0;54.8;61.7;
28084863;现役;Matthew Targett;Middlesbrough;29;左后卫;左翼卫;;左后卫;后卫/翼卫 (左);52.3;63.5;58.0;63.5;61.0;65.5;64.2;65.0;
37071199;现役;Sontje Hansen;Middlesbrough;22;左边锋;;前腰、右边锋、中锋;左边锋;前腰 (右左中), 前锋 (中);55.0;58.0;69.5;29.5;69.5;56.2;48.0;54.0;
72045915;现役;Richie Laryea;Toronto FC;30;左翼卫;左后卫;右后卫、右翼卫;左翼卫;后卫/翼卫 (右左);55.7;60.2;58.5;54.8;75.8;60.5;53.2;55.8;
