Unique ID;名字;球员类型;俱乐部;联赛;年龄;原价格池;新选秀池;是否保留;筛选分;最佳位置;第二位置;其他位置;基础价格参考;八维均值
28115831;James Garner;现役;Everton;英超;23;强援池;球星池;是;70.10;后腰;;中前卫;52.1;66.7
78000335;Luis Suárez;现役;Inter Miami;美职联;37;强援池;球星池;是;69.96;中锋;;;57.7;66.8
55070307;Rúben Neves;现役;Al-Hilal;沙特联;27;强援池;球星池;是;69.89;中前卫;;后腰;59.9;66.6
72048035;Weston McKennie;现役;Juventus;意甲;26;强援池;球星池;是;69.82;后腰;右翼卫、前腰、右边锋;中前卫、右边前卫;45.4;70.2
55041623;João Cancelo;现役;Barcelona;西甲;30;强援池;球星池;是;69.80;左翼卫;;左后卫、右后卫、右翼卫;45.0;65.8
28124569;Tino Livramento;现役;Newcastle;英超;22;强援池;球星池;是;69.72;左后卫;右翼卫;右后卫;42.8;66.0
14080605;Marcos Senesi;现役;Bournemouth;英超;27;强援池;球星池;是;69.49;中后卫;;;51.5;66.6
85120944;Benjamin Pavard;现役;Olympique de Marseille;法甲;28;强援池;球星池;是;69.21;中后卫;右后卫;;55.0;68.4
91013383;Marco Reus;现役;LA Galaxy;美职联;35;强援池;球星池;是;69.20;前腰、左边锋;右边锋;中前卫;57.3;63.8
67268221;Pedro Porro;现役;Tottenham Hotspur;英超;25;强援池;球星池;是;69.14;右边前卫;;右后卫、右翼卫;51.2;66.2
98015432;Berat Djimsiti;现役;Bergamo;意甲;31;强援池;球星池;是;69.03;中后卫;;;52.9;64.9
2000031901;Kevin;现役;Fulham;英超;22;强援池;球星池;是;68.93;左边锋;右边锋;;51.6;61.1
28084930;Alex Iwobi;现役;Fulham;英超;28;强援池;球星池;是;68.78;前腰;右边锋;中前卫、左边锋;51.0;64.8
23380017;Tuncay Şanlı;传奇;Fenerbahçe;土超;23;传奇池;传奇池;是;68.72;中锋;前腰;左边锋;50.3;61.9
91107789;Matthias Ginter;现役;Sport-Club Freiburg;德甲;31;强援池;球星池;是;68.69;中后卫;;;52.4;66.2
55063493;Rafa;现役;Benfica;葡超;31;强援池;球星池;是;68.36;左边锋;右边锋;前腰、中锋;48.1;57.6
28111079;Calvin Bassey;现役;Fulham;英超;25;强援池;球星池;是;68.21;中后卫;;左后卫;50.3;65.9
2105510;Hulk;现役;Atlético Mineiro;巴甲;38;强援池;球星池;是;68.14;中锋、右边锋;;;56.0;65.8
43093171;Piotr Zieliński;现役;Inter Milan;意甲;30;强援池;球星池;是;68.02;前腰;;中前卫;43.8;61.0
67047092;Koke;现役;Atlético Madrid;西甲;33;强援池;球星池;是;67.94;后腰;;中前卫;42.0;64.1
27069975;Joachim Andersen;现役;Fulham;英超;28;强援池;球星池;是;67.87;中后卫;;;49.8;67.3
14077011;Nicolás Domínguez;现役;Nottingham Forest;英超;26;强援池;球星池;是;67.82;后腰;;中前卫;49.8;66.9
23048632;Miroslav Klose;传奇;SV Werder Bremen;德甲;26;传奇池;传奇池;是;67.79;中锋;;;52.5;69.1
48034615;Nordi Mukiele;现役;Sunderland;英超;27;强援池;球星池;是;67.79;中后卫;;右后卫、右翼卫;49.7;67.4
93023425;Victor Lindelöf;现役;Aston Villa;英超;30;强援池;球星池;是;67.74;中后卫;;;40.3;62.8
19342183;Evanilson;现役;Bournemouth;英超;25;强援池;球星池;是;67.68;中锋;;;49.8;65.7
28106342;Kiernan Dewsbury-Hall;现役;Everton;英超;26;强援池;球星池;是;67.64;前腰;;中前卫;49.7;66.2
19302456;Douglas Luiz;现役;Aston Villa;英超;26;强援池;球星池;是;67.60;中前卫;;后腰;40.7;65.9
98006034;Remo Freuler;现役;Bologna;意甲;32;强援池;球星池;是;67.58;后腰;;中前卫;50.8;66.5
16010162;David Alaba;现役;Real Madrid;西甲;32;强援池;球星池;是;67.56;中后卫、左后卫;左翼卫;;41.7;67.2
18108540;Jonathan David;现役;Juventus;意甲;25;强援池;球星池;是;67.45;中锋;前腰、左边锋、右边锋;;43.7;64.6
49038271;Maxence Lacroix;现役;Crystal Palace;英超;24;强援池;球星池;是;67.43;中后卫;;;49.4;66.9
29147447;Matty Cash;现役;Aston Villa;英超;27;强援池;球星池;是;67.41;右翼卫;;右后卫;40.4;66.8
27128917;Mikkel Damsgaard;现役;Brentford;英超;24;强援池;球星池;是;67.38;前腰;中前卫、左边锋、右边锋;;50.0;61.5
29156212;Robert Sánchez;现役;Chelsea;英超;27;强援池;球星池;是;67.30;门将;;;40.0;69.1
37074900;Sepp van den Berg;现役;Brentford;英超;23;强援池;球星池;是;67.06;中后卫;右后卫;;49.1;66.3
2000166563;Carlos Baleba;现役;Brighton;英超;21;强援池;球星池;是;67.04;后腰;;中前卫;49.0;67.0
28009441;Kyle Walker;现役;Burnley;英超;34;强援池;球星池;是;67.01;中后卫、右后卫;右翼卫;;46.8;66.3
29055569;James Tarkowski;现役;Everton;英超;32;强援池;球星池;是;66.95;中后卫;;;47.3;65.5
2000283274;Myles Lewis-Skelly;现役;Arsenal;英超;18;强援池;球星池;是;66.90;左后卫;后腰、中前卫;;40.1;65.0
5106363;James Milner;现役;Brighton;英超;39;强援池;球星池;是;66.83;后腰;左翼卫、右翼卫;中前卫;46.7;65.7
28010491;Danny Welbeck;现役;Brighton;英超;34;强援池;球星池;是;66.75;中锋;左边锋、右边锋;;46.4;67.5
37060896;Joey Veerman;现役;PSV;荷甲;26;强援池;球星池;是;66.61;前腰;后腰;中前卫;46.7;66.0
14043255;Guido Rodríguez;现役;Valencia;西甲;30;强援池;球星池;是;66.61;后腰;;中前卫;41.9;65.1
43026579;Marco Verratti;现役;Al-Duhail;卡塔尔联;32;强援池;球星池;是;66.51;中前卫;;后腰;57.3;61.7
92012109;Bernd Leno;现役;Fulham;英超;32;强援池;球星池;是;66.47;门将;;;46.8;65.5
62215974;Jaka Bijol;现役;Leeds;英超;25;强援池;球星池;是;66.46;中后卫;;;48.6;65.5
37055844;Donyell Malen;现役;Roma;意甲;26;强援池;球星池;是;66.21;左边锋;;右边锋、中锋;42.9;61.0
91107360;Niklas Süle;现役;Borussia Dortmund;德甲;29;强援池;球星池;是;66.11;中后卫;右后卫;;41.7;66.3
34000647;Olivier Giroud;现役;LOSC;法甲;38;强援池;球星池;是;66.08;中锋;;;49.5;69.4
37008621;Luuk de Jong;现役;Porto;葡超;34;强援池;球星池;是;66.06;中锋;;;43.9;65.9
49050736;Adrien Truffert;现役;Bournemouth;英超;23;强援池;球星池;是;66.01;左后卫;左翼卫、左边前卫;;48.1;65.9
25041687;Tomáš Souček;现役;West Ham;英超;29;主力池;球员池;是;65.96;后腰;;中前卫;38.3;68.4
2000098727;Rico Lewis;现役;Manchester City;英超;20;主力池;球员池;是;65.90;右后卫;右翼卫、后腰、中前卫;;39.1;65.0
28126247;Liam Delap;现役;Chelsea;英超;21;主力池;球员池;是;65.88;右边锋;;中锋;39.2;64.0
16147659;Konrad Laimer;现役;Bayern Munich;德甲;27;强援池;球星池;是;65.87;右后卫、右翼卫;;后腰、中前卫;41.8;67.2
24003746;Ante Budimir;现役;Atlético Pamplona;西甲;33;强援池;球星池;是;65.83;中锋;;;48.4;68.2
16023929;Gernot Trauner;现役;Feyenoord;荷甲;32;强援池;球星池;是;65.83;中后卫;;;44.4;63.6
2000007415;Andrey Santos;现役;Chelsea;英超;20;主力池;球员池;是;65.79;后腰;;中前卫;38.9;65.7
14238164;Carlos Alcaraz;现役;Everton;英超;22;强援池;球星池;是;65.73;前腰;中前卫;;47.9;65.3
211232;Djéné Dakonam;现役;Getafe;西甲;33;强援池;球星池;是;65.70;中后卫;后腰;;48.8;63.7
29226000;Jarrad Branthwaite;现役;Everton;英超;22;强援池;球星池;是;65.67;中后卫;左后卫、右后卫;;47.6;67.3
66034886;Hwang In-Beom;现役;Feyenoord;荷甲;28;强援池;球星池;是;65.67;前腰;后腰;中前卫;46.2;62.2
744539;João Moutinho;现役;BRG;葡超;38;强援池;球星池;是;65.41;中前卫;;后腰;52.4;64.7
29186052;Matt O'Riley;现役;Brighton;英超;24;强援池;球星池;是;65.41;前腰;;中前卫;47.7;64.3
28030268;Callum Wilson;现役;West Ham;英超;32;主力池;球员池;是;65.32;中锋;;;36.9;63.5
11022221;Vedat Muriqi;现役;Mallorca;西甲;30;强援池;球星池;是;65.29;中锋;;;48.9;70.8
2000035036;Alejandro Garnacho;现役;Chelsea;英超;20;主力池;球员池;是;65.21;左边锋;右边锋;;39.2;58.4
23497385;Ron Harris;传奇;Chelsea;英超;18;传奇池;传奇池;是;65.14;中后卫;左后卫;;38.6;62.9
55013032;Danilo Pereira;现役;Al-Ittihad;沙特联;33;强援池;球星池;是;65.12;中后卫;后腰;;52.9;66.4
53110135;Kristoffer Ajer;现役;Brentford;英超;26;强援池;球星池;是;65.10;中后卫;右后卫;;47.0;67.5
29179717;Pedro Neto;现役;Chelsea;英超;24;主力池;球员池;是;65.05;左边锋;前腰;右边锋;39.2;57.1
28095352;David Brooks;现役;Bournemouth;英超;27;强援池;球星池;是;65.01;前腰;;右边前卫、右边锋;47.9;59.3
43155241;Guglielmo Vicario;现役;Tottenham Hotspur;英超;28;强援池;球星池;是;64.74;门将;;;47.3;62.0
2000108691;Lewis Hall;现役;Newcastle;英超;20;主力池;球员池;是;64.63;左后卫;;左翼卫;37.9;64.4
62013805;Nemanja Gudelj;现役;Sevilla;西甲;33;主力池;球员池;是;64.62;中后卫;中前卫;后腰;38.5;65.6
45095577;Ritsu Doan;现役;Eintracht Frankfurt;德甲;26;强援池;球星池;是;64.26;左边锋;前腰、右边前卫;右边锋;49.5;64.7
2000053516;Adam Wharton;现役;Crystal Palace;英超;20;强援池;球星池;是;64.22;中前卫;;后腰;46.5;64.3
29125265;Antonee Robinson;现役;Fulham;英超;27;强援池;球星池;是;64.22;左后卫;;左翼卫;46.2;66.8
28097985;Tammy Abraham;现役;Aston Villa;英超;27;主力池;球员池;是;64.19;中锋;;;37.3;65.8
2000182819;Leny Yoro;现役;Manchester United;英超;19;主力池;球员池;是;64.11;中后卫;;;37.3;65.1
24016529;Marcelo Brozović;现役;Al-Nassr;沙特联;32;强援池;球星池;是;64.09;后腰;;中前卫;52.2;67.4
12080051;Pape Matar Sarr;现役;Tottenham Hotspur;英超;22;强援池;球星池;是;64.04;后腰;前腰;中前卫;46.0;67.0
19068857;Roberto Firmino;现役;Al-Sadd;卡塔尔联;33;强援池;球星池;是;64.01;前腰;;中锋;53.9;65.5
37005659;Marco Bizot;现役;Aston Villa;英超;33;主力池;球员池;是;64.01;门将;;;35.4;61.3
67030171;David De Gea;传奇;Manchester United;英超;23;传奇池;传奇池;是;63.98;门将;;;37.2;64.9
18083491;Leon Bailey;现役;Aston Villa;英超;27;主力池;球员池;是;63.95;左边锋;前腰;左边前卫、右边前卫、右边锋;37.7;60.4
91143519;Vitaly Janelt;现役;Brentford;英超;26;强援池;球星池;是;63.93;后腰;;中前卫;45.8;67.7
47022611;Stole Dimitrievski;现役;Valencia;西甲;31;主力池;球员池;是;63.82;门将;;;38.3;68.1
98003827;Xherdan Shaqiri;现役;Basel;瑞士超;33;强援池;球星池;是;63.80;前腰;左边锋、右边锋;;54.5;58.8
62000307;Nemanja Matić;现役;Sassuolo;意甲;36;强援池;球星池;是;63.80;后腰;;中前卫;46.7;65.4
16199713;Igor;现役;Brighton;英超;26;强援池;球星池;是;63.74;中后卫;左后卫、左翼卫;;45.9;65.3
51054011;Edson Álvarez;现役;Fenerbahçe;土超;27;强援池;球星池;是;63.71;中后卫;中前卫;后腰;44.9;65.1
25055083;Ladislav Krejčí;现役;Wolves;英超;25;强援池;球星池;是;63.61;中后卫;后腰;;45.5;67.6
14129337;Nahuel Molina;现役;Atlético Madrid;西甲;26;主力池;球员池;是;63.52;右边前卫;右翼卫;右后卫;39.7;65.1
23184864;Denis Irwin;传奇;Manchester United;英超;27;传奇池;传奇池;是;63.28;左后卫、右后卫;;;36.5;64.9
2000013430;Pablo Felipe;现役;West Ham;英超;21;主力池;球员池;是;62.80;中锋;;;35.9;65.8
36522049;Stewart Downing;传奇;Middlesbrough;英冠;20;传奇池;传奇池;是;62.53;左边锋;;;53.2;61.1
71099066;Artem Dovbyk;现役;Roma;意甲;27;主力池;球员池;是;62.30;中锋;;;38.5;65.0
93031462;Emil Krafth;现役;Newcastle;英超;30;主力池;球员池;是;62.21;中后卫;;右后卫;34.6;64.2
28126242;James Trafford;现役;Manchester City;英超;22;主力池;球员池;是;61.62;门将;;;34.7;66.0
2000189871;Lewis Miley;现役;Newcastle;英超;18;主力池;球员池;是;61.62;后腰;右后卫、前腰;中前卫;34.7;66.0
2000262615;El Hadji Malick Diouf;现役;West Ham;英超;20;主力池;球员池;是;60.48;左后卫;中后卫;左翼卫;33.7;64.8
37018393;Davy Klaassen;现役;Ajax;荷甲;31;主力池;球员池;是;60.39;前腰;;中前卫;39.1;66.2
36116501;Konstantinos Mavropanos;现役;West Ham;英超;27;主力池;球员池;是;59.87;中后卫;右后卫;;33.0;65.6
2000301027;Ayden Heaven;现役;Manchester United;英超;18;主力池;球员池;是;59.73;中后卫;;;33.3;62.0
16045721;Marcel Sabitzer;现役;Borussia Dortmund;德甲;30;主力池;球员池;是;59.32;后腰;前腰;中前卫;34.5;66.0
28100207;Harvey Barnes;现役;Newcastle;英超;27;主力池;球员池;是;59.28;左边锋;前腰、右边锋;左边前卫;33.2;59.0
70097248;Zeki Çelik;现役;Roma;意甲;27;主力池;球员池;是;59.13;中后卫;右边前卫;右后卫、右翼卫;35.4;64.4
23497381;Peter Bonetti;传奇;Chelsea;英超;24;传奇池;传奇池;是;58.55;门将;;;31.8;64.6
98041215;Rubén Vargas;现役;Sevilla;西甲;26;主力池;球员池;是;58.48;左边锋;左边前卫、右边前卫、右边锋;前腰;35.3;59.8
18105831;Ismael Saibari;现役;PSV;荷甲;23;主力池;球员池;是;58.18;前腰;中锋;中前卫、左边锋、右边锋;38.7;62.4
76050675;Daniel Muñoz;现役;Crystal Palace;英超;28;主力池;球员池;是;57.97;右后卫;;右翼卫、右边前卫;39.9;67.3
45064891;Takumi Minamino;现役;Monaco;法甲;30;主力池;球员池;是;57.94;左边锋;右边锋;前腰;34.7;61.2
23244504;Andoni Zubizarreta;传奇;Barcelona;西甲;28;传奇池;传奇池;是;57.94;门将;;;34.0;66.1
89040516;Ethan Pinnock;现役;Brentford;英超;31;主力池;球员池;是;57.89;中后卫;;;38.9;63.6
28100360;Sean Longstaff;现役;Leeds;英超;27;主力池;球员池;是;57.76;后腰;;中前卫;39.8;66.3
24058106;Josip Šutalo;现役;Ajax;荷甲;24;主力池;球员池;是;57.75;中后卫;;;38.2;62.9
93142470;Yasin Ayari;现役;Brighton;英超;21;主力池;球员池;是;57.72;中前卫;;后腰;39.9;65.2
28100123;Aaron Wan-Bissaka;现役;West Ham;英超;27;主力池;球员池;是;57.71;右后卫;;;31.3;61.8
29086005;Will Hughes;现役;Crystal Palace;英超;29;主力池;球员池;是;57.69;后腰;;中前卫;39.4;65.3
2000015300;Jamie Gittens;现役;Chelsea;英超;20;主力池;球员池;是;57.69;左边锋;左边前卫、右边前卫、右边锋;;32.0;55.8
71110357;Yehor Yarmoliuk;现役;Brentford;英超;20;主力池;球员池;是;57.65;后腰;前腰;中前卫;39.8;65.4
29137172;Aaron Ramsdale;现役;Newcastle;英超;26;主力池;球员池;是;57.44;门将;;;30.9;62.9
83169817;Florentino Luís;现役;Burnley;英超;25;主力池;球员池;是;57.22;后腰;;中前卫;39.6;63.5
43409366;Lorenzo Lucca;现役;Nottingham Forest;英超;24;主力池;球员池;是;57.13;中锋;;;39.3;65.2
67248170;Jorge Cuenca;现役;Fulham;英超;25;主力池;球员池;是;57.10;中后卫;;;39.4;64.2
85027976;Alphonse Areola;现役;West Ham;英超;31;主力池;球员池;是;56.91;门将;;;29.1;62.1
28110835;Dan Ballard;现役;Sunderland;英超;25;主力池;球员池;是;56.89;中后卫;;;39.1;64.9
2000102722;Wilson Odobert;现役;Tottenham Hotspur;英超;20;主力池;球员池;是;56.83;左边锋;;左边前卫、右边前卫、右边锋;39.7;59.4
29079830;Jacob Murphy;现役;Newcastle;英超;29;主力池;球员池;是;56.78;左边锋;右边前卫;右边锋;30.2;59.4
2000031536;Soungoutou Magassa;现役;West Ham;英超;21;主力池;球员池;是;56.59;中后卫;;后腰;30.1;62.4
37076355;Bart Verbruggen;现役;Brighton;英超;22;主力池;球员池;是;56.53;门将;;;38.9;63.6
28104130;Caoimhin Kelleher;现役;Brentford;英超;26;主力池;球员池;是;56.46;门将;;;39.0;62.2
2000198043;Tyler Dibling;现役;Everton;英超;18;主力池;球员池;是;56.37;右边锋;前腰;;39.2;59.8
2000128974;Eliezer Mayenda;现役;Sunderland;英超;19;主力池;球员池;是;56.37;右边锋;;中锋;38.8;63.1
28109888;Angel Gomes;现役;Wolves;英超;24;主力池;球员池;是;56.34;前腰;后腰;中前卫;39.3;58.7
48042766;Ismaïla Sarr;现役;Crystal Palace;英超;26;主力池;球员池;是;56.25;左边锋;左边前卫;前腰、右边前卫、右边锋、中锋;38.8;62.1
76038475;Jefferson Lerma;现役;Crystal Palace;英超;30;主力池;球员池;是;56.23;中后卫;;后腰、中前卫;37.6;64.4
27088231;Mathias Jensen;现役;Brentford;英超;29;主力池;球员池;是;56.16;中前卫;;后腰;38.1;63.5
2000087400;Dário Essugo;现役;Chelsea;英超;19;主力池;球员池;是;56.01;后腰;中前卫;;29.5;62.6
49038967;Bafodé Diakité;现役;Bournemouth;英超;24;主力池;球员池;是;56.00;中后卫;右后卫;;38.1;65.8
49048380;Georginio Rutter;现役;Brighton;英超;22;主力池;球员池;是;55.50;前腰;右边锋、中锋;;37.9;63.3
85126092;Ellyes Skhiri;现役;Eintracht Frankfurt;德甲;29;主力池;球员池;是;55.31;后腰;;中前卫;39.8;67.2
52032335;Matt Doherty;现役;Wolves;英超;33;主力池;球员池;是;55.31;中后卫;;右后卫、右翼卫;35.2;65.5
28121568;Anthony Elanga;现役;Newcastle;英超;22;主力池;球员池;是;55.31;左边锋;左边前卫;右边前卫、右边锋;29.4;57.6
2000023588;Michael Kayode;现役;Brentford;英超;20;主力池;球员池;是;55.21;右后卫;;右翼卫;37.4;65.1
2000191846;Jayden Danns;现役;Liverpool;英超;19;主力池;球员池;是;55.14;左边锋;前腰;中锋;28.8;61.1
28108036;Conor Gallagher;现役;Tottenham Hotspur;英超;24;主力池;球员池;是;55.11;左边前卫;后腰、前腰;中前卫;37.3;65.1
45111131;Tsuyoshi Watanabe;现役;Feyenoord;荷甲;27;主力池;球员池;是;55.04;中后卫;;;35.4;63.7
53004955;Ørjan Nyland;现役;Sevilla;西甲;34;主力池;球员池;是;55.04;门将;;;29.4;61.6
29126231;Kyle Walker-Peters;现役;West Ham;英超;27;主力池;球员池;是;55.03;右翼卫;;左后卫、右后卫;28.7;61.1
28112986;Callum Hudson-Odoi;现役;Nottingham Forest;英超;24;主力池;球员池;是;54.88;前腰;左边前卫、右边前卫;左边锋、右边锋;37.9;58.2
2000276594;Josh King;现役;Fulham;英超;18;主力池;球员池;是;54.88;前腰;后腰;中前卫;37.5;61.5
34012563;Ivan Perišić;现役;PSV;荷甲;35;主力池;球员池;是;54.85;左边锋;左边前卫、右边前卫;右边锋;32.8;65.0
37039829;Kenny Tete;现役;Fulham;英超;29;主力池;球员池;是;54.81;右后卫;;右翼卫;36.6;64.6
2000182795;Archie Gray;现役;Tottenham Hotspur;英超;18;主力池;球员池;是;54.79;中前卫;右后卫;后腰;37.2;63.3
292380027;Tim Iroegbunam;现役;Everton;英超;21;主力池;球员池;是;54.78;后腰;;中前卫;37.1;64.0
37076141;Youri Baas;现役;Ajax;荷甲;21;主力池;球员池;是;54.78;中后卫;左翼卫;左后卫;35.2;63.2
2000082598;Stefan Bajčetić;现役;Liverpool;英超;20;主力池;球员池;是;54.68;中后卫;;后腰、中前卫;28.3;61.5
49041006;Evann Guessand;现役;Crystal Palace;英超;23;主力池;球员池;是;54.63;左边锋;;前腰、右边前卫、右边锋、中锋;37.0;63.6
49056280;Malo Gusto;现役;Chelsea;英超;21;主力池;球员池;是;54.61;右后卫;;右翼卫;28.1;62.6
14035968;Walter Benítez;现役;Crystal Palace;英超;32;主力池;球员池;是;54.56;门将;;;35.4;61.3
19352610;Rodrigo Muniz;现役;Fulham;英超;23;主力池;球员池;是;54.41;中锋;;;36.9;62.6
37065620;Brian Brobbey;现役;Sunderland;英超;22;主力池;球员池;是;54.32;中锋;;;36.7;63.5
28113414;Keane Lewis-Potter;现役;Brentford;英超;23;主力池;球员池;是;54.17;左边锋;左后卫、左翼卫;右边锋;36.6;63.1
49048348;Dilane Bakwa;现役;Nottingham Forest;英超;22;主力池;球员池;是;54.14;左边锋;;右边锋;37.0;59.5
2000039995;Antonín Kinský;现役;Tottenham Hotspur;英超;21;主力池;球员池;是;54.14;门将;;;36.4;64.5
63002306;Martin Dúbravka;现役;Burnley;英超;36;主力池;球员池;是;54.07;门将;;;34.6;60.1
2000127926;Thierno Barry;现役;Everton;英超;22;主力池;球员池;是;54.04;中锋;左边锋、右边锋;;36.3;64.5
49048381;Kiliann Sildillia;现役;PSV;荷甲;22;主力池;球员池;是;53.87;中后卫;;右后卫、右翼卫;34.2;63.9
29142052;Max Kilman;现役;West Ham;英超;27;主力池;球员池;是;53.69;中后卫;;;27.3;61.6
43316850;Giacomo Raspadori;现役;Bergamo;意甲;24;主力池;球员池;是;53.62;左边锋;前腰、右边锋;中锋;39.3;61.0
27164470;Patrick Dorgu;现役;Manchester United;英超;20;主力池;球员池;是;53.59;左边锋;左边前卫、右边锋;左后卫、左翼卫;27.2;61.6
62216198;Đorđe Petrović;现役;Bournemouth;英超;25;主力池;球员池;是;53.58;门将;;;36.0;63.1
13136629;Taiwo Awoniyi;现役;Nottingham Forest;英超;27;主力池;球员池;是;53.48;中锋;;;36.1;61.5
28106684;Joe Willock;现役;Newcastle;英超;25;主力池;球员池;是;53.42;中前卫;前腰;;26.9;62.6
29165656;Ryan Sessegnon;现役;Fulham;英超;24;主力池;球员池;是;53.38;左边锋;左边前卫;左后卫、左翼卫;36.1;60.6
37064720;Lutsharel Geertruida;现役;Sunderland;英超;24;主力池;球员池;是;53.26;中后卫;左后卫、后腰;右后卫、右翼卫;35.4;65.5
52101552;Jake O'Brien;现役;Everton;英超;23;主力池;球员池;是;53.22;中后卫;;右后卫;35.6;63.5
43617691;Nicolò Savona;现役;Nottingham Forest;英超;21;主力池;球员池;是;53.13;右后卫;;右翼卫;35.3;65.2
2000112986;Max Alleyne;现役;Manchester City;英超;19;主力池;球员池;是;53.10;中后卫;;;26.6;62.5
43010773;Ciro Immobile;现役;Paris FC;法甲;34;主力池;球员池;是;52.93;中锋;;;37.1;63.2
37065567;Crysencio Summerville;现役;West Ham;英超;23;主力池;球员池;是;52.85;左边锋;左边前卫;右边锋;27.5;52.9
62124117;Saša Lukić;现役;Fulham;英超;28;主力池;球员池;是;52.75;后腰;前腰;中前卫;35.0;64.6
18018791;Matz Sels;现役;Nottingham Forest;英超;32;主力池;球员池;是;52.74;门将;;;33.1;65.3
37049949;Jerry St. Juste;现役;Feyenoord;荷甲;28;主力池;球员池;是;52.71;右后卫;;中后卫;32.8;66.0
93064994;Anel Ahmedhodžić;现役;Feyenoord;荷甲;25;主力池;球员池;是;52.66;中后卫;;;33.0;63.9
20048604;Ricardo Pepi;现役;PSV;荷甲;22;主力池;球员池;是;52.65;中锋;;;33.3;61.2
49037698;Amine Adli;现役;Bournemouth;英超;24;主力池;球员池;是;52.60;左边锋;左边前卫、右边前卫;前腰、右边锋;35.3;60.8
67174729;Adama Traoré;现役;West Ham;英超;28;主力池;球员池;是;52.56;左边锋;左边前卫;右边前卫、右边锋;26.5;58.9
2000218544;Rayan;现役;Bournemouth;英超;18;主力池;球员池;是;52.36;中锋;;右边锋;35.0;61.3
28087685;Josh Cullen;现役;Burnley;英超;28;主力池;球员池;是;52.33;后腰;;中前卫;34.8;62.7
2000051578;Facundo Buonanotte;现役;Leeds;英超;20;主力池;球员池;是;52.32;前腰;中前卫、右边前卫、左边锋;右边锋;35.0;61.0
49060933;Maxime Estève;现役;Burnley;英超;22;主力池;球员池;是;52.31;中后卫;;;34.8;62.6
29136230;Ryan Yates;现役;Nottingham Forest;英超;27;主力池;球员池;是;52.31;后腰;;中前卫;34.4;65.9
28110488;Dwight McNeil;现役;Everton;英超;25;主力池;球员池;是;52.23;左边锋;右边前卫、右边锋、中锋;左边前卫;34.7;62.7
28118905;Matěj Kovář;现役;PSV;荷甲;24;主力池;球员池;是;52.16;门将;;;32.2;66.3
12091814;Dango Ouattara;现役;Brentford;英超;22;主力池;球员池;是;52.14;左边锋;中锋;右边锋;34.9;60.3
18087987;Sebastiaan Bornauw;现役;Leeds;英超;25;主力池;球员池;是;52.02;中后卫;;;34.3;64.3
28100477;Joe Rodon;现役;Leeds;英超;27;主力池;球员池;是;52.00;中后卫;;;34.4;63.3
28126241;Oscar Bobb;现役;Fulham;英超;21;主力池;球员池;是;51.97;左边锋;右边前卫;中前卫、前腰、右边锋;34.9;58.9
71048716;Ruslan Malinovskyi;现役;Genoa;意甲;31;主力池;球员池;是;51.71;前腰;;中前卫;36.1;60.5
29179807;Jayden Bogle;现役;Leeds;英超;24;主力池;球员池;是;51.68;右翼卫;;右后卫;34.1;63.2
2000020024;Freddie Potts;现役;West Ham;英超;21;主力池;球员池;是;51.66;后腰;;中前卫;25.3;61.4
19226197;Lucas Perri;现役;Leeds;英超;27;主力池;球员池;是;51.63;门将;;;34.0;63.6
57142187;Dennis Man;现役;PSV;荷甲;26;主力池;球员池;是;51.60;右边锋;;;32.3;60.8
92067270;Timon Wellenreuther;现役;Feyenoord;荷甲;29;主力池;球员池;是;51.53;门将;;;31.4;64.0
37026994;Wout Weghorst;现役;Ajax;荷甲;32;主力池;球员池;是;51.26;中锋;;;29.5;66.3
2000261214;Trey Nyoni;现役;Liverpool;英超;17;主力池;球员池;是;51.16;前腰;后腰;中前卫;25.5;55.5
2000025485;Habib Diarra;现役;Sunderland;英超;21;主力池;球员池;是;51.13;后腰;前腰;中前卫;33.4;64.4
27120988;Mads Hermansen;现役;West Ham;英超;24;轮换池;球员池;是;51.06;门将;;;24.4;63.9
28122195;Fábio Carvalho;现役;Brentford;英超;22;主力池;球员池;是;50.99;左边锋;右边锋、中锋;前腰;34.0;58.3
2000045698;Oussama Targhalline;现役;Feyenoord;荷甲;22;主力池;球员池;是;50.76;中前卫;;后腰;31.2;63.0
61041668;Jackson Irvine;现役;FC St. Pauli;德甲;31;主力池;球员池;是;50.62;后腰;;中前卫;34.2;67.3
91172542;Jordan Beyer;现役;Burnley;英超;24;主力池;球员池;是;50.55;中后卫;右后卫、右翼卫;;33.0;62.9
28106687;Eddie Nketiah;现役;Crystal Palace;英超;25;主力池;球员池;是;50.37;左边锋;前腰;中锋;33.0;61.4
55061470;Nélson Semedo;现役;Fenerbahçe;土超;31;主力池;球员池;是;50.31;右翼卫;;右后卫;30.4;63.0
2000006108;Loum Tchaouna;现役;Burnley;英超;21;主力池;球员池;是;50.13;左边锋;前腰、左边前卫、右边前卫;右边锋;33.2;57.7
37084637;Robin Roefs;现役;Sunderland;英超;22;主力池;球员池;是;49.84;门将;;;32.0;65.3
91100272;Stefan Ortega;现役;Nottingham Forest;英超;32;主力池;球员池;是;49.84;门将;;;30.5;62.9
47023240;Karol Mets;现役;FC St. Pauli;德甲;31;主力池;球员池;是;49.76;中后卫;后腰;;33.9;62.6
2000254692;Chris Rigg;现役;Sunderland;英超;17;主力池;球员池;是;49.71;中前卫;后腰、前腰、右边锋;;32.3;61.7
